hihokenshaNo,DbUDD002HihokenshaNo,DbUDD002HihokenshaNo,,,,,A
noKubun,varchar,RString,,,,,A
shinNo,varchar,RString,,,,,A
kyuNo,varchar,RString,,,,,A
